Yr1996,Yr1997,Yr1998,Yr1999,Yr2000,Yr2001,Yr2002,Yr2003,Yr2004,Yr2005,Yr2006,Yr2007,Yr2008,Yr2009,Yr2010,Yr2011,Yr2012,,
"82,391","91,093","105,368","112,099","136,799","148,289","169,028","201,956","218,768","225,168","248,132","256,769","256,010","238,710","268,583","262,955","270,960",,
"113,178","130,107","147,202","167,297","202,316","221,954","259,139","285,797","300,096","321,805","343,181","384,084","387,564","373,878","420,396","417,160","441,349",,
"63,490","72,743","74,076","82,647","94,593","106,341","129,455","148,209","162,217","167,960","175,931","189,951","184,885","176,552","186,918","188,606","189,721",,
"117,556","131,724","156,918","165,112","202,708","213,218","248,227","268,049","297,778","320,143","327,733","371,106","363,191","355,826","393,228","375,483","411,941",,
"73,243","80,025","96,165","113,808","132,320","139,778","166,037","190,631","205,271","219,212","228,813","247,025","242,768","234,698","249,592","246,822","262,689",,
"100,357","115,770","123,673","137,670","161,239","173,036","201,763","225,187","244,243","253,544","273,091","273,769","300,575","293,256","318,894","310,874","308,039",,
"56,070","60,204","65,270","70,405","81,581","95,838","119,248","140,299","158,642","167,200","177,558","191,115","185,496","176,023","189,952","182,881","183,046",,
"54,492","59,025","69,141","68,715","79,544","93,289","116,907","137,329","155,021","165,349","174,167","185,609","183,000","169,488","185,113","176,653","175,464",,
"61,718","65,904","69,623","74,781","89,902","107,118","131,122","154,643","170,036","179,117","192,939","209,501","200,016","184,482","203,858","194,380","197,164",,
"44,723","49,529","52,176","54,559","61,831","70,427","87,949","108,000","127,624","129,976","138,519","156,684","145,529","143,705","149,380","142,939","149,520",,
"54,045","59,395","63,433","70,868","77,918","93,725","115,243","137,439","157,297","168,315","173,125","184,684","181,007","173,656","185,636","181,624","173,228",,
"59,941","63,524","71,612","76,520","89,459","103,327","128,384","154,824","175,334","185,140","194,488","207,749","211,436","197,857","211,330","204,433","203,914",,
"48,726","51,891","54,656","61,299","73,291","85,364","110,577","127,371","142,089","151,066","162,783","178,028","166,329","155,025","167,106","162,354","167,951",,
"65,778","68,575","72,403","81,145","97,318","114,698","143,395","164,256","184,650","196,323","206,097","216,184","203,082","195,711","212,796","205,066","204,051",,
"62,205","68,377","73,669","81,221","93,495","106,018","129,646","149,167","171,468","179,276","189,117","203,638","200,527","185,137","206,106","201,130","201,818",,
"70,396","79,476","84,609","94,151","106,689","121,710","159,402","177,172","191,087","205,506","221,681","238,263","226,321","213,330","245,949","235,233","235,225",,
"57,923","64,112","66,059","75,269","85,663","98,303","119,824","134,123","162,299","169,274","175,129","184,358","193,218","160,012","178,725","168,283","179,876",,
"50,528","52,809","58,220","65,942","73,525","88,376","101,252","120,703","142,183","145,887","155,473","160,162","151,113","134,639","148,902","149,000","156,101",,
"67,776","76,162","81,636","91,427","106,835","120,311","141,184","167,052","187,501","197,045","205,833","224,396","219,395","203,362","224,003","213,112","209,109",,
"67,281","73,091","82,008","87,175","103,811","114,241","141,771","160,823","182,271","192,390","205,432","222,682","210,128","196,049","213,225","217,832","215,450",,
"70,790","76,385","84,363","95,600","112,871","127,040","151,561","172,456","199,577","205,765","214,014","237,658","240,264","224,632","250,420","249,663","240,561",,
"50,381","55,722","56,548","61,622","70,992","81,114","98,723","122,440","140,799","150,362","155,588","170,404","171,579","159,976","175,016","168,666","168,756",,
"131,652","151,991","171,459","199,821","243,855","257,458","288,416","300,948","327,552","350,657","389,139","440,460","460,722","464,678","517,491","542,608","573,307",,
"171,181","198,296","226,232","248,713","319,463","342,121","379,420","387,417","413,579","445,692","494,843","562,202","651,580","601,094","714,133","721,879","790,914",,
"136,437","213,180","325,842","289,684","330,118","313,073","275,470","324,825","313,493","328,002","376,123","482,572","423,916","453,512","515,769","532,562","537,783",,
"76,157","89,396","103,956","128,561","156,265","179,896","204,663","220,813","236,832","252,152","278,301","314,839","319,121","314,322","346,012","358,425","379,615",,
"147,411","173,088","196,684","236,258","281,382","304,115","344,101","352,528","383,515","415,350","452,612","535,017","565,485","553,381","616,506","636,143","674,816",,
"102,681","106,906","124,342","143,660","171,268","193,511","227,159","237,561","259,888","275,161","305,870","353,426","348,204","350,646","394,416","413,972","418,719",,
"124,571","147,036","171,982","207,448","249,257","264,664","291,337","295,567","320,530","333,865","368,186","438,910","424,936","415,206","479,414","505,398","523,191",,
"300,305","351,479","384,010","436,878","563,857","580,309","620,434","673,092","715,023","756,125","874,844","1,033,470","1,181,803","1,036,158","1,246,588","1,288,411","1,519,402",,
"95,279","108,035","128,898","149,405","182,180","209,773","232,381","238,451","253,938","269,593","293,607","341,899","342,239","337,009","367,940","376,891","400,429",,
"63,028","73,011","83,156","95,818","119,209","134,782","161,257","184,707","198,756","204,569","223,491","248,615","250,685","239,766","264,250","268,750","282,454",,
"50,116","57,441","65,254","75,300","96,985","115,229","145,093","176,893","191,125","202,129","211,596","232,094","242,351","202,795","220,143","215,497","218,649",,
"87,500","105,372","124,405","144,222","189,628","208,963","221,365","239,819","253,027","272,654","290,718","333,658","330,408","339,256","376,780","401,804","415,727",,
"89,116","111,062","128,873","161,265","190,814","208,367","222,835","235,771","259,944","263,641","282,006","335,427","330,163","333,241","345,850","345,325","354,304",,
"119,995","137,898","156,860","192,862","233,966","253,815","287,003","301,361","336,833","349,890","397,432","456,837","445,953","459,342","493,416","507,906","533,252",,
"194,698","237,315","294,477","312,480","394,295","411,127","446,898","464,651","507,899","552,687","597,276","687,828","779,563","736,691","829,401","954,159","1,127,394",,
"90,959","102,375","115,499","133,333","155,414","171,769","200,959","223,278","243,335","253,878","272,150","300,535","300,915","292,760","327,404","332,909","339,826",,
"51,527","56,165","63,973","69,514","84,090","93,748","118,780","145,409","163,770","169,489","175,425","193,314","197,630","167,053","179,178","180,389","181,553",,
"112,262","137,832","149,302","176,851","201,850","220,649","259,984","285,901","311,320","321,119","344,734","382,813","389,443","380,868","442,468","441,600","451,152",,
"70,070","75,438","85,574","94,532","109,634","125,900","151,079","175,293","189,079","196,127","209,146","225,114","219,712","209,495","226,817","226,324","226,376",,
"82,630","96,575","111,517","125,466","154,855","176,188","209,963","232,629","249,785","266,942","284,786","322,262","331,542","322,904","345,643","365,050","396,286",,
"97,672","105,606","117,823","138,059","164,791","181,633","210,278","238,207","260,528","267,626","283,433","316,593","305,493","301,800","327,495","335,021","333,145",,
"75,671","83,177","94,149","106,835","128,094","144,664","172,290","196,823","209,800","220,825","231,898","248,198","254,643","234,332","254,688","254,664","262,695",,
"100,198","115,767","128,803","157,461","177,981","195,834","227,675","239,525","261,480","274,583","294,023","329,094","329,155","330,163","351,037","375,257","398,032",,
"83,768","94,784","102,206","114,165","134,501","154,170","177,971","206,329","220,251","229,469","244,399","268,757","270,096","266,899","283,783","285,647","295,621",,
"75,810","83,057","93,781","112,944","131,835","147,419","176,694","193,790","209,531","226,121","237,898","260,663","269,345","264,426","295,684","295,518","293,940",,
"94,873","110,760","126,253","144,135","169,825","183,825","222,446","256,312","272,093","281,659","296,273","320,818","315,316","290,358","331,136","343,243","346,285",,
"79,787","84,956","96,391","107,099","123,484","136,130","162,619","193,571","208,784","221,017","228,549","246,926","245,063","224,545","256,712","249,433","245,142",,
"85,175","99,939","108,517","119,880","143,893","157,871","184,265","211,061","224,628","234,790","254,013","271,896","268,738","256,124","282,419","288,764","297,544",,
"93,614","106,464","139,456","147,963","173,450","188,345","214,666","233,790","247,526","259,935","289,138","311,968","313,063","314,128","342,764","363,390","356,450",,
"107,291","116,115","134,740","152,554","188,019","202,057","231,890","244,858","267,725","277,480","308,786","348,152","354,247","327,609","375,133","364,566","384,580",,
"103,988","115,894","139,046","163,480","187,268","204,522","236,253","248,421","281,382","287,336","302,981","372,802","370,453","365,097","431,130","438,565","425,146",,
"80,606","86,707","95,358","110,099","132,105","154,309","185,992","212,036","233,862","240,513","258,892","282,666","281,860","256,857","286,011","295,043","303,699",,
"151,234","174,108","200,778","237,675","285,354","300,115","325,526","348,439","384,820","395,263","435,442","512,207","508,883","509,330","548,376","572,492","587,743",,
"79,736","87,874","99,958","112,886","137,599","152,841","177,347","197,069","213,303","226,283","239,786","261,675","259,738","240,045","265,461","267,227","272,062",,
"60,506","66,980","76,966","88,385","105,766","123,958","155,100","179,429","195,220","205,619","219,909","246,567","239,500","220,300","236,913","240,564","251,708",,
"92,897","101,348","116,167","127,104","148,563","166,361","191,741","208,832","211,010","221,438","237,632","257,468","244,788","243,188","274,303","264,782","270,016",,
"63,140","73,656","82,576","97,682","118,688","142,001","169,898","191,086","206,167","218,585","237,519","265,716","268,246","244,946","277,969","278,289","286,175",,
"57,220","61,660","68,395","77,328","90,019","103,975","127,476","148,721","173,461","177,735","195,072","204,528","205,923","189,114","205,306","203,758","194,417",,
"55,762","60,367","65,475","71,101","82,664","95,045","113,160","134,058","150,107","155,099","162,390","175,662","169,032","157,449","173,917","166,738","173,693",,
"64,837","71,135","79,452","85,986","100,688","115,073","133,310","155,317","171,595","180,182","187,577","197,906","193,820","183,594","206,604","198,949","210,053",,
"54,920","61,277","66,354","71,348","85,351","95,681","119,223","137,605","152,590","155,098","162,526","173,322","169,032","160,740","173,080","167,688","168,702",,
"72,047","81,377","91,581","111,824","132,495","143,312","170,775","180,470","190,416","198,851","209,026","228,308","221,459","213,346","228,106","225,380","235,502",,
"62,409","72,359","82,004","90,943","109,373","122,670","139,396","162,036","178,452","184,742","191,381","204,407","205,554","188,797","206,203","201,559","214,727",,
"55,222","59,532","67,307","75,401","91,772","101,290","124,931","147,012","161,111","163,315","169,211","176,605","173,430","165,937","178,557","173,330","172,628",,
"97,139","104,331","120,351","146,813","169,307","190,077","211,073","228,487","244,948","247,265","270,588","293,148","281,255","279,406","302,530","306,634","305,166",,
"129,221","145,452","171,029","206,196","245,626","262,325","280,724","306,838","327,618","342,430","356,759","408,749","420,510","390,733","421,233","427,226","438,775",,
"107,470","119,544","138,417","155,458","191,180","198,049","229,843","247,241","264,644","271,393","287,703","319,657","305,316","294,400","312,545","325,399","323,154",,
"113,702","127,839","142,839","159,536","187,185","203,766","230,431","258,391","279,441","292,786","313,943","344,532","356,011","321,716","363,689","356,521","359,717",,
"89,597","102,244","107,887","123,500","141,663","155,924","180,177","199,579","221,652","227,470","244,155","267,937","256,587","241,101","273,022","265,970","265,089",,
"145,934","164,002","197,309","210,004","250,149","280,529","302,722","339,263","381,533","370,126","417,817","440,483","506,960","423,954","457,202","455,212","467,800",,
"162,623","189,977","213,537","247,075","286,227","310,086","359,810","389,468","408,011","434,345","463,093","524,748","530,075","470,687","536,199","533,362","541,695",,
"104,124","116,669","131,391","146,163","173,952","186,123","210,657","244,842","256,624","272,820","283,891","318,275","314,785","295,550","338,294","328,080","332,395",,
"73,806","80,605","88,309","98,056","113,803","126,759","152,843","177,866","195,635","205,936","215,340","233,889","238,024","225,809","248,205","238,639","246,260",,
"59,525","65,233","70,884","78,558","97,475","113,278","132,764","161,435","173,966","185,969","188,049","204,195","204,332","189,542","204,901","198,586","199,265",,
"48,388","52,031","55,062","62,357","71,754","81,077","103,555","122,274","141,847","148,618","155,052","165,109","162,374","157,231","163,152","160,591","167,355",,
"77,580","85,444","92,166","105,019","124,048","141,649","167,232","188,481","212,815","224,611","234,943","264,953","264,889","242,242","268,915","269,828","273,333",,
"75,688","88,110","92,480","101,693","120,617","132,918","159,871","188,357","203,946","218,565","228,754","245,118","250,639","236,492","253,136","244,863","246,080",,
"94,471","101,226","115,441","128,938","150,918","163,473","198,044","224,575","240,607","252,422","262,505","282,406","297,041","272,484","302,758","282,780","294,926",,
"86,362","93,938","105,869","118,316","141,856","157,097","181,911","204,731","223,625","231,021","242,710","261,512","259,803","246,389","267,138","268,239","270,004",,
"86,830","95,657","111,117","125,919","146,776","164,863","178,418","201,046","216,067","219,049","230,690","254,088","241,024","230,425","249,669","248,699","255,645",,
"98,420","102,989","121,442","145,457","166,403","188,775","215,928","241,484","255,402","271,580","294,229","312,691","310,229","295,394","329,950","323,288","321,685",,
"74,226","80,494","88,322","99,616","118,545","135,368","161,503","182,918","201,751","207,549","216,411","232,426","229,298","213,567","224,197","229,788","233,422",,
"77,309","85,075","94,781","104,209","127,207","140,167","165,045","186,268","206,539","209,295","222,785","233,838","229,234","216,485","231,859","232,439","239,108",,
"54,432","57,217","60,599","66,779","78,743","93,695","119,512","137,737","152,769","156,908","163,800","167,433","170,247","162,543","168,812","166,242","169,006",,
"108,462","121,731","142,004","154,870","195,800","211,697","233,679","244,225","266,730","277,254","289,872","316,509","318,024","306,011","323,692","339,536","356,150",,
"70,589","77,185","82,940","91,541","104,221","117,571","142,225","163,916","184,032","186,808","199,097","212,166","202,856","195,144","219,335","208,567","211,745",,
"91,529","99,798","111,235","123,728","146,938","160,781","190,107","220,470","247,427","252,790","272,599","291,949","291,685","264,973","287,893","294,359","289,892",,
"71,885","81,126","89,171","99,698","118,469","132,634","153,850","170,442","181,322","186,448","195,426","211,984","205,937","194,223","216,593","212,059","211,868",,
"90,938","101,125","116,142","127,135","154,318","170,763","195,739","218,570","231,339","245,662","259,343","285,376","301,875","277,448","287,331","279,829","289,109",,
"117,032","125,211","137,163","153,766","195,036","207,583","241,509","266,090","292,296","308,211","311,066","345,596","345,169","319,138","352,729","361,281","361,756",,
"75,713","82,591","91,299","98,924","115,749","130,388","152,941","175,258","197,814","205,033","218,648","232,244","233,143","218,462","242,575","235,112","238,862",,
"81,531","87,714","94,525","102,714","121,705","134,104","157,993","178,856","197,349","205,337","223,410","235,575","238,746","217,536","231,323","219,269","229,267",,
"66,879","72,647","81,307","90,685","108,615","122,935","146,371","172,061","195,120","199,679","208,325","223,933","226,027","204,601","231,133","224,226","231,762",,
"68,628","75,735","80,808","88,034","106,579","119,467","148,063","175,325","183,759","187,076","197,397","213,549","211,357","186,293","212,119","203,040","223,118",,
"61,054","66,282","72,871","77,037","85,565","97,500","116,486","137,174","163,146","171,029","175,835","196,009","195,730","178,050","201,125","185,752","189,657",,
"68,032","71,400","80,412","87,688","97,689","116,177","135,451","158,389","176,726","181,137","189,151","203,245","200,576","187,032","208,169","204,810","205,803",,
"80,925","89,155","96,999","104,476","125,083","136,975","162,295","186,645","202,952","209,277","226,241","239,703","228,703","215,818","238,361","224,698","232,549",,
"115,347","129,655","146,714","146,495","189,282","214,124","244,449","272,819","300,072","306,117","336,329","363,328","389,103","359,921","389,595","402,243","404,997",,
"61,715","67,936","72,330","80,919","91,870","100,865","122,237","148,530","170,063","183,573","190,827","208,158","206,015","192,700","207,258","198,378","203,812",,
"60,151","64,477","70,441","78,498","92,019","101,742","123,902","143,447","163,020","169,751","180,259","183,725","190,032","171,573","181,359","178,704","179,915",,
"51,582","56,133","60,672","64,695","76,224","90,125","106,734","130,220","148,008","160,871","170,388","183,955","182,526","165,329","173,455","169,808","171,687",,
"98,930","113,416","126,911","132,704","156,326","171,040","199,878","213,912","243,347","240,583","267,404","280,648","268,622","254,104","292,212","293,439","286,642",,
"98,071","106,195","126,131","147,493","162,946","181,915","206,976","238,278","265,696","279,732","293,235","305,299","300,178","298,346","338,289","321,186","335,706",,
"94,021","103,144","116,113","131,538","160,297","174,127","203,105","226,514","242,989","246,886","270,176","288,891","293,128","272,320","311,944","307,906","318,975",,
"78,992","86,478","93,235","108,344","127,365","138,589","164,047","185,445","201,803","206,382","226,728","235,213","233,644","224,062","251,052","257,628","247,503",,
"97,607","108,993","124,019","137,363","168,339","192,836","220,924","249,037","268,676","271,046","288,247","305,915","334,419","303,160","341,296","358,899","373,716",,
"109,126","114,554","128,581","151,240","186,126","198,527","232,141","256,536","270,809","281,997","309,094","347,372","346,417","320,449","368,746","349,591","364,340",,
"93,481","102,932","121,100","130,150","165,152","178,641","208,575","228,520","240,069","245,180","273,454","293,808","297,425","261,682","309,362","290,694","315,529",,
"91,299","106,999","117,606","135,307","163,402","172,391","199,208","225,616","245,053","240,037","261,886","275,104","258,927","255,585","286,589","282,056","295,064",,
"120,273","134,211","154,241","175,546","208,790","226,197","255,565","275,889","299,399","309,886","335,030","371,529","370,132","352,002","395,543","394,155","400,790",,
"160,245","188,126","219,571","248,888","308,223","323,013","347,324","365,551","410,644","425,791","478,602","533,975","545,949","520,387","562,913","577,381","620,509",,
"108,703","121,246","139,213","151,804","185,245","208,694","236,763","245,757","280,951","290,604","308,372","333,429","324,525","302,370","352,546","353,047","356,157",,
"114,935","130,932","146,464","173,914","205,599","219,139","249,697","271,343","295,070","299,641","330,529","372,604","363,989","349,775","404,876","395,098","407,160",,
"133,354","145,174","170,592","180,156","221,421","238,675","275,620","289,352","314,931","344,761","357,907","385,841","402,921","361,551","424,910","413,727","425,355",,
"107,321","116,515","134,092","150,144","180,842","200,301","231,006","251,727","274,707","288,274","297,291","322,031","315,104","308,746","361,493","344,862","342,223",,
"118,090","134,867","157,998","184,110","196,587","211,333","255,737","259,275","272,660","286,597","316,475","384,553","377,113","346,895","359,472","372,951","371,888",,
"91,895","98,545","114,572","127,911","152,061","175,348","201,764","217,517","225,420","234,014","251,426","273,764","266,599","253,235","277,607","275,466","281,769",,
"119,149","127,900","145,425","168,724","197,787","210,001","242,000","270,848","282,418","283,418","300,080","342,412","324,577","308,279","339,397","333,097","344,788",,
"119,855","133,171","149,244","169,801","197,830","216,513","249,209","277,310","297,741","299,544","330,566","341,846","346,269","326,358","383,249","372,281","370,928",,
"126,270","142,196","161,531","180,598","216,680","242,226","260,601","300,709","317,946","327,911","351,419","397,898","401,779","373,118","420,030","422,320","422,585",,
"108,859","116,260","134,145","153,939","184,018","192,178","223,287","249,757","261,726","270,548","291,849","329,300","334,060","305,124","343,083","337,805","336,536",,
"81,547","90,314","102,001","112,378","135,062","150,150","175,884","202,480","220,245","226,523","239,863","261,485","262,089","242,599","271,725","268,529","271,530",,
"59,544","67,710","75,525","86,910","105,830","119,234","143,214","162,826","182,351","194,223","202,689","224,030","213,576","198,046","221,310","218,054","231,273",,
"71,508","79,599","89,154","96,240","115,137","131,593","157,565","183,992","199,175","205,145","217,424","236,566","235,213","214,953","240,080","232,925","243,524",,
"104,859","116,335","131,269","141,077","174,583","187,142","217,351","258,123","277,184","283,483","306,411","328,481","340,063","304,010","349,445","356,527","341,363",,
"71,101","75,524","86,796","94,094","111,383","123,628","143,437","163,451","179,878","188,129","195,124","211,764","209,724","186,108","204,313","200,993","207,985",,
"103,800","113,719","128,887","145,949","172,549","189,457","215,420","235,339","260,443","263,941","281,838","312,429","306,535","287,471","316,196","328,917","323,141",,
"88,872","99,488","114,202","128,353","154,259","172,548","195,675","232,070","244,255","248,092","266,442","289,701","294,713","275,288","298,917","298,380","297,578",,
"62,032","68,716","78,133","85,764","103,775","117,426","141,074","168,419","182,932","185,423","200,455","216,156","210,204","195,303","220,283","213,105","218,923",,
"83,302","87,428","98,405","113,885","142,673","156,108","184,108","216,105","234,767","242,872","256,152","287,970","276,455","256,875","295,506","286,947","293,338",,
"64,443","72,081","79,869","88,874","106,939","121,271","148,507","176,568","193,057","196,956","207,657","222,187","216,142","199,390","221,866","217,561","217,112",,
"59,951","68,016","75,566","85,251","96,926","114,526","138,979","157,979","171,110","177,358","191,687","209,340","198,963","190,960","210,133","206,490","211,913",,
0,0,0,0,0,0,0,0,0,0,0,0,"228,266","213,366","228,585","220,222","223,264",,
"108,555","128,919","155,109","169,737","208,939","168,844","224,906","286,891","280,069","305,617","398,842","392,476","335,000","405,429","342,727","363,700","365,077",,
"69,236","75,207","81,227","89,533","105,894","117,901","138,395","161,407","182,465","191,116","201,331","220,723","212,253","206,719","219,513","213,992","215,873",,
"49,800","53,588","54,446","57,498","64,674","74,739","93,611","109,705","133,350","146,483","156,979","167,241","157,046","153,109","159,999","155,763","159,354",,
"78,838","90,848","100,292","117,992","141,359","150,079","181,190","212,217","235,467","249,819","266,006","288,760","287,876","266,029","274,067","283,399","282,402",,
"66,689","71,285","80,859","86,719","101,772","114,648","138,642","159,721","177,477","183,995","194,176","212,854","205,415","193,124","211,804","206,347","208,557",,
"63,572","69,183","75,464","82,306","99,338","114,623","132,161","145,175","154,147","159,258","165,953","175,184","168,461","159,256","173,426","165,848","167,210",,
"59,654","67,212","69,745","75,923","85,141","98,095","118,669","141,752","166,247","175,037","182,614","197,503","190,625","175,737","186,100","181,886","181,157",,
"82,179","88,250","97,971","109,513","128,057","141,462","163,713","187,643","206,756","213,237","225,437","242,074","237,637","227,454","244,345","247,007","239,854",,
"69,996","75,083","80,335","88,682","102,644","118,262","146,743","176,909","204,812","212,158","223,990","243,006","238,384","225,038","241,575","234,727","234,701",,
"76,495","82,975","90,950","96,422","114,582","130,836","162,440","194,939","222,877","226,607","240,375","259,267","262,704","248,350","266,470","262,794","258,545",,
"65,283","68,416","72,304","75,766","87,147","102,191","128,917","153,955","179,158","179,681","198,292","207,360","210,257","196,003","206,182","211,429","216,333",,
"70,869","73,552","75,707","86,858","101,812","115,691","144,120","168,545","192,824","197,826","206,315","223,474","218,365","206,327","222,381","218,921","212,013",,
"60,834","66,250","74,303","80,485","95,361","112,599","134,172","163,465","198,300","202,614","211,816","235,952","227,844","211,073","225,327","217,884","218,070",,
"82,707","88,236","93,477","107,671","124,422","144,309","175,334","213,465","243,221","261,803","282,423","315,432","308,343","283,420","323,260","295,817","293,197",,
"66,739","72,261","78,799","88,780","100,133","113,694","141,651","170,580","195,822","207,856","217,157","232,965","224,458","216,232","226,172","222,686","226,409",,
"57,740","63,055","69,162","75,697","87,959","103,044","128,551","156,138","185,361","193,435","182,614","216,871","205,942","200,357","210,227","200,796","196,952",,
"73,890","81,706","82,161","94,540","104,619","119,365","156,317","184,193","208,345","226,398","237,528","255,595","233,245","223,047","236,610","227,715","237,550",,
"79,185","88,822","96,302","109,321","128,544","142,203","170,925","200,926","222,352","227,247","241,951","264,332","262,332","238,426","263,916","260,682","261,762",,
"82,009","92,953","102,168","116,891","137,734","154,253","176,650","212,389","236,304","239,196","252,102","279,655","276,231","252,564","285,176","279,282","283,095",,
"93,756","105,991","117,798","129,656","155,176","171,992","200,395","234,637","257,614","254,670","273,206","298,697","299,604","268,931","293,145","286,970","295,072",,
"77,478","87,069","93,635","110,476","129,200","136,888","169,270","190,666","211,850","212,070","223,002","247,302","242,002","227,624","253,745","236,753","241,730",,
"76,047","88,363","96,177","106,444","129,325","143,643","173,221","197,173","224,688","238,234","254,018","262,652","258,169","241,865","275,917","272,545","267,656",,
"79,302","89,032","98,845","110,271","126,799","142,071","169,311","204,124","226,760","238,925","250,017","267,236","269,639","242,066","261,207","267,712","266,967",,
"56,611","60,573","66,241","77,446","91,261","101,684","127,629","156,555","171,619","181,071","196,505","217,312","215,903","189,438","207,934","203,962","203,847",,
"73,754","80,670","87,524","98,212","112,607","127,078","149,105","173,184","194,072","202,946","212,623","231,218","224,574","213,145","236,157","230,648","231,004",,
"71,033","80,535","87,521","101,572","121,822","135,485","161,990","177,552","200,255","210,626","221,151","232,250","227,290","220,132","253,761","244,153","252,357",,
"106,039","118,347","134,417","149,518","172,328","183,924","220,166","252,982","268,844","288,689","297,395","328,707","332,494","318,152","351,051","334,788","336,958",,
"64,455","71,133","75,924","80,906","91,663","108,724","125,132","153,439","174,471","187,515","201,546","212,658","210,070","190,908","208,587","197,862","190,445",,
"53,534","59,261","62,799","66,755","75,921","87,161","106,173","124,930","141,788","148,265","157,985","169,839","159,859","146,632","157,094","150,611","153,590",,
"75,442","79,912","89,997","100,855","112,786","136,308","152,151","181,919","205,854","210,666","220,590","246,976","230,569","219,419","239,424","236,424","235,212",,
"74,334","83,137","88,849","99,610","111,358","124,443","148,444","175,857","195,104","193,574","207,874","233,397","215,417","202,372","232,020","227,559","226,536",,
"67,075","71,703","77,908","86,615","101,675","111,201","135,953","160,004","183,842","187,597","198,106","217,303","211,743","197,251","211,143","206,248","207,691",,
"69,403","72,661","79,938","87,469","103,150","117,406","142,228","165,664","187,885","191,311","200,169","221,989","211,725","206,772","221,835","220,136","219,056",,
"63,987","68,800","72,178","81,641","91,574","99,523","126,256","143,858","172,467","174,177","187,782","204,423","194,243","179,422","194,560","184,865","191,154",,
"64,630","71,614","77,630","89,821","105,256","114,820","134,866","162,335","187,880","186,709","199,788","216,562","214,163","197,086","209,484","206,954","205,755",,
"67,964","72,469","78,491","85,097","100,977","109,530","137,723","162,456","181,621","193,140","199,118","220,738","212,055","197,972","214,866","204,641","212,072",,
"78,575","75,413","89,749","91,411","119,223","122,347","148,432","181,006","197,300","210,633","216,408","239,067","258,221","223,087","226,981","231,673","220,749",,
"52,488","55,272","58,327","62,710","67,523","73,207","85,948","104,052","129,427","142,486","152,474","161,488","155,925","152,270","155,334","152,420","153,146",,
0,"53,726","55,565","58,578","61,906","68,821","80,370","100,241","136,231","156,001","163,135","174,800","180,904","167,724","169,102","161,393","161,935",,
0,"50,248","53,407","55,868","60,483","64,355","77,662","100,983","127,652","149,881","160,030","172,270","164,050","159,114","156,069","156,471","153,786",,
0,"56,933","59,357","62,848","67,681","74,731","90,029","115,626","145,661","160,195","168,917","172,712","164,351","158,338","167,079","164,696","160,826",,
0,"51,812","53,321","56,760","60,479","64,791","78,800","100,388","125,085","138,887","146,501","154,121","155,409","143,606","147,462","142,007","145,249",,
0,"58,755","63,079","66,782","70,494","77,729","87,594","108,044","131,126","146,695","159,667","165,877","159,505","153,707","153,427","156,070","161,554",,
0,"54,697","60,832","62,687","69,897","75,055","89,774","109,714","133,609","146,570","156,414","169,295","162,582","149,042","154,363","151,315","153,242",,
0,"59,191","63,419","68,175","77,274","82,497","101,217","125,072","152,704","162,891","177,204","192,121","182,783","174,505","184,159","175,060","171,694",,
0,"57,892","63,424","67,973","72,899","78,440","92,636","120,478","152,577","167,927","186,417","199,991","188,335","180,158","189,498","180,733","179,904",,
0,"53,066","56,003","59,411","66,354","73,057","90,277","116,395","144,404","164,347","179,159","191,943","186,360","179,605","183,040","173,014","171,803",,
0,"47,269","51,253","52,616","54,532","60,641","68,462","89,831","118,590","136,187","143,788","156,399","151,223","144,632","145,070","142,390","140,841",,
0,"56,654","58,260","59,413","66,208","69,496","77,692","95,986","127,387","138,851","147,706","156,714","157,059","154,503","154,834","149,291","150,313",,
0,"43,104","44,708","47,878","51,020","55,489","56,260","66,382","88,885","106,076","110,134","121,439","119,373","112,581","110,376","107,246","108,735",,
0,"54,014","56,341","62,541","67,912","68,244","74,256","90,781","116,435","134,023","139,612","142,820","138,627","138,367","138,443","138,962","136,174",,
0,"73,822","78,897","84,842","87,106","94,463","112,094","137,321","162,889","173,132","186,242","195,835","199,758","200,273","205,246","204,153","206,657",,
0,"64,295","68,915","77,745","84,852","96,171","121,502","140,928","160,257","170,409","178,145","184,428","175,194","174,139","184,133","181,735","182,005",,
0,"40,763","43,583","47,236","46,828","49,409","56,779","68,279","88,023","96,873","107,611","114,540","108,596","106,463","106,608","104,881","106,586",,
0,"37,343","36,478","39,630","42,862","43,265","46,816","54,824","68,787","89,935","102,983","112,135","103,677","97,113","98,236","102,453","99,892",,
0,"47,599","49,453","53,059","58,013","60,293","66,367","80,145","101,679","113,582","126,095","134,588","129,268","118,305","119,019","121,670","122,196",,
0,"34,612","33,150","36,923","39,188","36,673","43,860","46,943","69,436","85,851","90,243","96,500","96,419","86,263","86,048","84,260","81,585",,
0,"50,636","58,526","55,484","57,926","62,246","68,679","90,904","111,066","118,483","129,157","139,828","135,067","127,368","129,214","132,208","133,280",,
0,"75,474","83,117","90,909","98,330","112,534","134,284","161,326","185,593","205,165","215,448","228,880","220,478","207,074","225,583","219,226","222,006",,
0,"57,182","61,520","65,727","73,510","77,812","91,785","108,667","134,928","147,993","153,489","165,249","150,383","140,356","146,407","142,269","149,228",,
,,,,,,,,,,,,,,,,,,
